instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_categories,user_categories
5648,2011-08-28,3,0,8,18,0,0,0,1,30.34,33.335,42.0,15.001299999999999,145,257,402,Malam,Mayoritas Pengguna Terdaftar
5649,2011-08-28,3,0,8,19,0,0,0,1,29.52,33.335,48.0,7.0015,140,247,387,Malam,Mayoritas Pengguna Terdaftar
5650,2011-08-28,3,0,8,20,0,0,0,1,29.52,32.574999999999996,45.0,7.0015,64,150,214,Malam,Mayoritas Pengguna Terdaftar
5651,2011-08-28,3,0,8,21,0,0,0,1,27.060000000000002,31.06,61.0,8.9981,60,126,186,Malam,Mayoritas Pengguna Terdaftar
5652,2011-08-28,3,0,8,22,0,0,0,1,26.240000000000002,30.305,69.0,7.0015,25,73,98,Malam,Mayoritas Pengguna Terdaftar
5653,2011-08-28,3,0,8,23,0,0,0,1,25.419999999999998,29.544999999999998,73.0,7.0015,16,48,64,Malam,Mayoritas Pengguna Terdaftar
5654,2011-08-29,3,0,8,0,0,1,1,1,25.419999999999998,29.544999999999998,73.0,7.0015,13,21,34,Dini Hari,Mayoritas Pengguna Terdaftar
5655,2011-08-29,3,0,8,1,0,1,1,1,24.599999999999998,29.544999999999998,69.0,7.0015,5,15,20,Dini Hari,Mayoritas Pengguna Terdaftar
5656,2011-08-29,3,0,8,2,0,1,1,1,24.599999999999998,29.544999999999998,69.0,12.998000000000001,8,5,13,Dini Hari,Mayoritas Pengguna Biasa
5657,2011-08-29,3,0,8,3,0,1,1,1,24.599999999999998,29.544999999999998,69.0,7.0015,1,5,6,Dini Hari,Mayoritas Pengguna Terdaftar
5658,2011-08-29,3,0,8,4,0,1,1,1,22.96,26.515,68.0,8.9981,0,3,3,Dini Hari,Mayoritas Pengguna Terdaftar
5659,2011-08-29,3,0,8,5,0,1,1,1,22.96,26.515,73.0,8.9981,0,17,17,Dini Hari,Mayoritas Pengguna Terdaftar
5660,2011-08-29,3,0,8,6,0,1,1,1,22.96,26.515,73.0,8.9981,3,99,102,Pagi,Mayoritas Pengguna Terdaftar
5661,2011-08-29,3,0,8,7,0,1,1,1,24.599999999999998,30.305,60.0,15.001299999999999,11,273,284,Pagi,Mayoritas Pengguna Terdaftar
5662,2011-08-29,3,0,8,8,0,1,1,1,25.419999999999998,31.06,56.99999999999999,16.997899999999998,20,384,404,Pagi,Mayoritas Pengguna Terdaftar
5663,2011-08-29,3,0,8,9,0,1,1,1,25.419999999999998,31.06,53.0,16.997899999999998,22,166,188,Pagi,Mayoritas Pengguna Terdaftar
5664,2011-08-29,3,0,8,10,0,1,1,1,27.060000000000002,31.06,47.0,15.001299999999999,42,73,115,Pagi,Mayoritas Pengguna Terdaftar
5665,2011-08-29,3,0,8,11,0,1,1,1,27.060000000000002,31.06,47.0,11.0014,38,100,138,Siang,Mayoritas Pengguna Terdaftar
5666,2011-08-29,3,0,8,12,0,1,1,2,27.880000000000003,31.819999999999997,44.0,11.0014,48,159,207,Siang,Mayoritas Pengguna Terdaftar
5667,2011-08-29,3,0,8,13,0,1,1,2,28.7,31.819999999999997,39.0,0.0,48,170,218,Siang,Mayoritas Pengguna Terdaftar
5668,2011-08-29,3,0,8,14,0,1,1,1,28.7,31.819999999999997,42.0,0.0,55,127,182,Siang,Mayoritas Pengguna Terdaftar
5669,2011-08-29,3,0,8,15,0,1,1,1,28.7,31.819999999999997,42.0,11.0014,56,164,220,Sore,Mayoritas Pengguna Terdaftar
5670,2011-08-29,3,0,8,16,0,1,1,1,29.52,32.574999999999996,42.0,11.0014,56,226,282,Sore,Mayoritas Pengguna Terdaftar
5671,2011-08-29,3,0,8,17,0,1,1,2,28.7,31.819999999999997,47.0,15.001299999999999,67,524,591,Sore,Mayoritas Pengguna Terdaftar
5672,2011-08-29,3,0,8,18,0,1,1,1,27.060000000000002,31.06,47.0,16.997899999999998,60,487,547,Malam,Mayoritas Pengguna Terdaftar
5673,2011-08-29,3,0,8,19,0,1,1,1,27.060000000000002,31.06,47.0,16.997899999999998,50,317,367,Malam,Mayoritas Pengguna Terdaftar
5674,2011-08-29,3,0,8,20,0,1,1,1,26.240000000000002,31.06,53.0,11.0014,50,227,277,Malam,Mayoritas Pengguna Terdaftar
5675,2011-08-29,3,0,8,21,0,1,1,1,26.240000000000002,31.06,53.0,12.998000000000001,34,168,202,Malam,Mayoritas Pengguna Terdaftar
5676,2011-08-29,3,0,8,22,0,1,1,1,25.419999999999998,31.06,56.99999999999999,8.9981,23,119,142,Malam,Mayoritas Pengguna Terdaftar
5677,2011-08-29,3,0,8,23,0,1,1,1,24.599999999999998,30.305,60.0,6.0032,19,56,75,Malam,Mayoritas Pengguna Terdaftar
5678,2011-08-30,3,0,8,0,0,2,1,1,22.96,26.515,73.0,8.9981,10,17,27,Dini Hari,Mayoritas Pengguna Terdaftar
5679,2011-08-30,3,0,8,1,0,2,1,1,22.96,26.515,68.0,7.0015,6,7,13,Dini Hari,Mayoritas Pengguna Terdaftar
5680,2011-08-30,3,0,8,2,0,2,1,1,22.14,25.759999999999998,73.0,7.0015,2,8,10,Dini Hari,Mayoritas Pengguna Terdaftar
5681,2011-08-30,3,0,8,3,0,2,1,1,22.14,25.759999999999998,73.0,12.998000000000001,2,2,4,Dini Hari,Mayoritas Pengguna Terdaftar
5682,2011-08-30,3,0,8,4,0,2,1,1,21.32,25.0,77.0,11.0014,0,6,6,Dini Hari,Mayoritas Pengguna Terdaftar
5683,2011-08-30,3,0,8,5,0,2,1,1,21.32,25.0,77.0,6.0032,1,27,28,Dini Hari,Mayoritas Pengguna Terdaftar
5684,2011-08-30,3,0,8,6,0,2,1,1,22.14,25.759999999999998,73.0,7.0015,4,115,119,Pagi,Mayoritas Pengguna Terdaftar
5685,2011-08-30,3,0,8,7,0,2,1,1,22.96,26.515,68.0,8.9981,19,338,357,Pagi,Mayoritas Pengguna Terdaftar
5686,2011-08-30,3,0,8,8,0,2,1,1,25.419999999999998,31.06,56.99999999999999,8.9981,34,459,493,Pagi,Mayoritas Pengguna Terdaftar
5687,2011-08-30,3,0,8,9,0,2,1,1,27.060000000000002,31.06,50.0,15.001299999999999,38,180,218,Pagi,Mayoritas Pengguna Terdaftar
5688,2011-08-30,3,0,8,10,0,2,1,1,28.7,31.819999999999997,39.0,15.001299999999999,28,109,137,Pagi,Mayoritas Pengguna Terdaftar
5689,2011-08-30,3,0,8,11,0,2,1,1,29.52,32.574999999999996,37.0,12.998000000000001,60,115,175,Siang,Mayoritas Pengguna Terdaftar
5690,2011-08-30,3,0,8,12,0,2,1,1,29.52,32.574999999999996,37.0,0.0,65,172,237,Siang,Mayoritas Pengguna Terdaftar
5691,2011-08-30,3,0,8,13,0,2,1,1,30.34,32.574999999999996,35.0,7.0015,59,170,229,Siang,Mayoritas Pengguna Terdaftar
5692,2011-08-30,3,0,8,14,0,2,1,1,30.34,32.574999999999996,33.0,11.0014,58,151,209,Siang,Mayoritas Pengguna Terdaftar
5693,2011-08-30,3,0,8,15,0,2,1,1,30.34,32.574999999999996,35.0,15.001299999999999,34,162,196,Sore,Mayoritas Pengguna Terdaftar
5694,2011-08-30,3,0,8,16,0,2,1,1,30.34,32.574999999999996,37.0,11.0014,42,295,337,Sore,Mayoritas Pengguna Terdaftar
5695,2011-08-30,3,0,8,17,0,2,1,1,29.52,32.574999999999996,42.0,12.998000000000001,62,549,611,Sore,Mayoritas Pengguna Terdaftar
5696,2011-08-30,3,0,8,18,0,2,1,1,28.7,31.819999999999997,45.0,11.0014,60,516,576,Malam,Mayoritas Pengguna Terdaftar
5697,2011-08-30,3,0,8,19,0,2,1,1,27.060000000000002,31.06,50.0,6.0032,68,397,465,Malam,Mayoritas Pengguna Terdaftar
5698,2011-08-30,3,0,8,20,0,2,1,1,27.060000000000002,31.06,50.0,0.0,39,259,298,Malam,Mayoritas Pengguna Terdaftar
5699,2011-08-30,3,0,8,21,0,2,1,1,26.240000000000002,30.305,65.0,6.0032,43,180,223,Malam,Mayoritas Pengguna Terdaftar
5700,2011-08-30,3,0,8,22,0,2,1,1,25.419999999999998,30.305,61.0,0.0,22,121,143,Malam,Mayoritas Pengguna Terdaftar
5701,2011-08-30,3,0,8,23,0,2,1,1,25.419999999999998,30.305,61.0,0.0,19,74,93,Malam,Mayoritas Pengguna Terdaftar
5702,2011-08-31,3,0,8,0,0,3,1,1,24.599999999999998,29.544999999999998,69.0,0.0,8,24,32,Dini Hari,Mayoritas Pengguna Terdaftar
5703,2011-08-31,3,0,8,1,0,3,1,1,24.599999999999998,29.544999999999998,69.0,0.0,2,13,15,Dini Hari,Mayoritas Pengguna Terdaftar
5704,2011-08-31,3,0,8,2,0,3,1,1,22.96,26.515,73.0,0.0,1,5,6,Dini Hari,Mayoritas Pengguna Terdaftar
5705,2011-08-31,3,0,8,3,0,3,1,1,22.96,26.515,78.0,0.0,2,4,6,Dini Hari,Mayoritas Pengguna Terdaftar
5706,2011-08-31,3,0,8,4,0,3,1,1,22.96,26.515,73.0,0.0,0,5,5,Dini Hari,Mayoritas Pengguna Terdaftar
5707,2011-08-31,3,0,8,5,0,3,1,1,22.14,25.759999999999998,83.0,6.0032,2,25,27,Dini Hari,Mayoritas Pengguna Terdaftar
5708,2011-08-31,3,0,8,6,0,3,1,1,22.14,25.759999999999998,77.0,0.0,4,107,111,Pagi,Mayoritas Pengguna Terdaftar
5709,2011-08-31,3,0,8,7,0,3,1,1,24.599999999999998,28.79,78.0,0.0,12,316,328,Pagi,Mayoritas Pengguna Terdaftar
5710,2011-08-31,3,0,8,8,0,3,1,1,25.419999999999998,30.305,69.0,0.0,27,440,467,Pagi,Mayoritas Pengguna Terdaftar
5711,2011-08-31,3,0,8,9,0,3,1,1,26.240000000000002,30.305,69.0,6.0032,27,217,244,Pagi,Mayoritas Pengguna Terdaftar
5712,2011-08-31,3,0,8,10,0,3,1,1,28.7,31.819999999999997,45.0,7.0015,33,105,138,Pagi,Mayoritas Pengguna Terdaftar
5713,2011-08-31,3,0,8,11,0,3,1,1,29.52,32.574999999999996,42.0,8.9981,28,143,171,Siang,Mayoritas Pengguna Terdaftar
5714,2011-08-31,3,0,8,12,0,3,1,1,30.34,33.335,43.0,8.9981,68,192,260,Siang,Mayoritas Pengguna Terdaftar
5715,2011-08-31,3,0,8,13,0,3,1,1,30.34,32.574999999999996,37.0,7.0015,39,182,221,Siang,Mayoritas Pengguna Terdaftar
5716,2011-08-31,3,0,8,14,0,3,1,1,30.34,32.574999999999996,40.0,8.9981,48,148,196,Siang,Mayoritas Pengguna Terdaftar
5717,2011-08-31,3,0,8,15,0,3,1,1,30.34,32.574999999999996,40.0,8.9981,34,138,172,Sore,Mayoritas Pengguna Terdaftar
5718,2011-08-31,3,0,8,16,0,3,1,1,30.34,33.335,42.0,8.9981,46,263,309,Sore,Mayoritas Pengguna Terdaftar
5719,2011-08-31,3,0,8,17,0,3,1,1,29.52,32.574999999999996,45.0,8.9981,83,525,608,Sore,Mayoritas Pengguna Terdaftar
5720,2011-08-31,3,0,8,18,0,3,1,1,28.7,32.574999999999996,51.0,15.001299999999999,70,495,565,Malam,Mayoritas Pengguna Terdaftar
5721,2011-08-31,3,0,8,19,0,3,1,1,34.44,38.635000000000005,47.0,16.997899999999998,53,393,446,Malam,Mayoritas Pengguna Terdaftar
5722,2011-08-31,3,0,8,20,0,3,1,1,27.060000000000002,31.06,56.99999999999999,8.9981,30,259,289,Malam,Mayoritas Pengguna Terdaftar
5723,2011-08-31,3,0,8,21,0,3,1,1,27.060000000000002,31.06,61.0,6.0032,27,174,201,Malam,Mayoritas Pengguna Terdaftar
5724,2011-08-31,3,0,8,22,0,3,1,1,26.240000000000002,30.305,69.0,0.0,20,137,157,Malam,Mayoritas Pengguna Terdaftar
5725,2011-08-31,3,0,8,23,0,3,1,1,24.599999999999998,28.79,78.0,7.0015,24,60,84,Malam,Mayoritas Pengguna Terdaftar
5726,2011-09-01,3,0,9,0,0,4,1,1,24.599999999999998,28.79,78.0,7.0015,18,33,51,Dini Hari,Mayoritas Pengguna Terdaftar
5727,2011-09-01,3,0,9,1,0,4,1,1,24.599999999999998,29.544999999999998,73.0,6.0032,7,14,21,Dini Hari,Mayoritas Pengguna Terdaftar
5728,2011-09-01,3,0,9,2,0,4,1,1,23.779999999999998,27.275,78.0,6.0032,14,11,25,Dini Hari,Mayoritas Pengguna Biasa
5729,2011-09-01,3,0,9,3,0,4,1,1,23.779999999999998,27.275,78.0,6.0032,7,7,14,Dini Hari,Mayoritas Pengguna Terdaftar
5730,2011-09-01,3,0,9,4,0,4,1,1,22.96,26.515,83.0,6.0032,0,7,7,Dini Hari,Mayoritas Pengguna Terdaftar
5731,2011-09-01,3,0,9,5,0,4,1,1,22.96,26.515,73.0,6.0032,1,22,23,Dini Hari,Mayoritas Pengguna Terdaftar
5732,2011-09-01,3,0,9,6,0,4,1,1,24.599999999999998,28.79,78.0,0.0,2,103,105,Pagi,Mayoritas Pengguna Terdaftar
5733,2011-09-01,3,0,9,7,0,4,1,1,24.599999999999998,28.79,78.0,0.0,7,335,342,Pagi,Mayoritas Pengguna Terdaftar
5734,2011-09-01,3,0,9,8,0,4,1,1,25.419999999999998,29.544999999999998,73.0,8.9981,31,467,498,Pagi,Mayoritas Pengguna Terdaftar
5735,2011-09-01,3,0,9,9,0,4,1,1,26.240000000000002,30.305,69.0,7.0015,29,178,207,Pagi,Mayoritas Pengguna Terdaftar
5736,2011-09-01,3,0,9,10,0,4,1,1,27.880000000000003,31.819999999999997,61.0,8.9981,46,92,138,Pagi,Mayoritas Pengguna Terdaftar
5737,2011-09-01,3,0,9,11,0,4,1,1,29.52,33.335,51.0,8.9981,51,141,192,Siang,Mayoritas Pengguna Terdaftar
5738,2011-09-01,3,0,9,12,0,4,1,2,29.52,33.335,51.0,8.9981,64,165,229,Siang,Mayoritas Pengguna Terdaftar
5739,2011-09-01,3,0,9,13,0,4,1,2,29.52,33.335,48.0,6.0032,50,169,219,Siang,Mayoritas Pengguna Terdaftar
5740,2011-09-01,3,0,9,14,0,4,1,3,29.52,33.335,54.0,16.997899999999998,54,144,198,Siang,Mayoritas Pengguna Terdaftar
5741,2011-09-01,3,0,9,15,0,4,1,1,29.52,33.335,51.0,8.9981,39,135,174,Sore,Mayoritas Pengguna Terdaftar
5742,2011-09-01,3,0,9,16,0,4,1,1,30.34,33.335,51.0,12.998000000000001,55,253,308,Sore,Mayoritas Pengguna Terdaftar
5743,2011-09-01,3,0,9,17,0,4,1,1,29.52,33.335,54.0,16.997899999999998,61,567,628,Sore,Mayoritas Pengguna Terdaftar
5744,2011-09-01,3,0,9,18,0,4,1,1,29.52,33.335,54.0,15.001299999999999,69,462,531,Malam,Mayoritas Pengguna Terdaftar
5745,2011-09-01,3,0,9,19,0,4,1,1,28.7,32.574999999999996,57.99999999999999,11.0014,79,364,443,Malam,Mayoritas Pengguna Terdaftar
5746,2011-09-01,3,0,9,20,0,4,1,1,27.060000000000002,31.06,61.0,15.001299999999999,33,247,280,Malam,Mayoritas Pengguna Terdaftar
5747,2011-09-01,3,0,9,21,0,4,1,2,27.060000000000002,31.06,56.99999999999999,12.998000000000001,17,160,177,Malam,Mayoritas Pengguna Terdaftar
5748,2011-09-01,3,0,9,22,0,4,1,2,27.060000000000002,31.06,56.99999999999999,15.001299999999999,34,145,179,Malam,Mayoritas Pengguna Terdaftar
5749,2011-09-01,3,0,9,23,0,4,1,1,26.240000000000002,30.305,65.0,16.997899999999998,15,111,126,Malam,Mayoritas Pengguna Terdaftar
5750,2011-09-02,3,0,9,0,0,5,1,1,26.240000000000002,30.305,65.0,12.998000000000001,6,58,64,Dini Hari,Mayoritas Pengguna Terdaftar
5751,2011-09-02,3,0,9,1,0,5,1,3,25.419999999999998,29.544999999999998,73.0,7.0015,4,28,32,Dini Hari,Mayoritas Pengguna Terdaftar
5752,2011-09-02,3,0,9,2,0,5,1,3,25.419999999999998,29.544999999999998,73.0,7.0015,9,11,20,Dini Hari,Mayoritas Pengguna Terdaftar
5753,2011-09-02,3,0,9,3,0,5,1,2,24.599999999999998,28.03,83.0,11.0014,4,4,8,Dini Hari,Mayoritas Pengguna Terdaftar
5754,2011-09-02,3,0,9,4,0,5,1,1,24.599999999999998,28.03,83.0,6.0032,2,2,4,Dini Hari,Mayoritas Pengguna Terdaftar
5755,2011-09-02,3,0,9,5,0,5,1,2,24.599999999999998,28.03,83.0,8.9981,0,20,20,Dini Hari,Mayoritas Pengguna Terdaftar
5756,2011-09-02,3,0,9,6,0,5,1,1,24.599999999999998,28.03,83.0,8.9981,3,73,76,Pagi,Mayoritas Pengguna Terdaftar
5757,2011-09-02,3,0,9,7,0,5,1,1,24.599999999999998,28.03,83.0,7.0015,6,253,259,Pagi,Mayoritas Pengguna Terdaftar
5758,2011-09-02,3,0,9,8,0,5,1,1,25.419999999999998,29.544999999999998,78.0,12.998000000000001,22,434,456,Pagi,Mayoritas Pengguna Terdaftar
5759,2011-09-02,3,0,9,9,0,5,1,2,25.419999999999998,28.79,83.0,7.0015,30,190,220,Pagi,Mayoritas Pengguna Terdaftar
5760,2011-09-02,3,0,9,10,0,5,1,2,26.240000000000002,30.305,76.0,11.0014,34,106,140,Pagi,Mayoritas Pengguna Terdaftar
5761,2011-09-02,3,0,9,11,0,5,1,2,27.060000000000002,31.06,74.0,7.0015,51,141,192,Siang,Mayoritas Pengguna Terdaftar
5762,2011-09-02,3,0,9,12,0,5,1,2,27.060000000000002,31.06,69.0,15.001299999999999,82,178,260,Siang,Mayoritas Pengguna Terdaftar
5763,2011-09-02,3,0,9,13,0,5,1,2,27.880000000000003,31.819999999999997,65.0,8.9981,72,207,279,Siang,Mayoritas Pengguna Terdaftar
5764,2011-09-02,3,0,9,14,0,5,1,2,28.7,32.574999999999996,61.0,7.0015,75,208,283,Siang,Mayoritas Pengguna Terdaftar
5765,2011-09-02,3,0,9,15,0,5,1,2,28.7,32.574999999999996,61.0,16.997899999999998,69,277,346,Sore,Mayoritas Pengguna Terdaftar
5766,2011-09-02,3,0,9,16,0,5,1,2,28.7,32.574999999999996,61.0,8.9981,82,299,381,Sore,Mayoritas Pengguna Terdaftar
5767,2011-09-02,3,0,9,17,0,5,1,2,27.880000000000003,31.819999999999997,65.0,11.0014,78,377,455,Sore,Mayoritas Pengguna Terdaftar
5768,2011-09-02,3,0,9,18,0,5,1,2,27.880000000000003,31.819999999999997,65.0,12.998000000000001,50,305,355,Malam,Mayoritas Pengguna Terdaftar
5769,2011-09-02,3,0,9,19,0,5,1,1,27.060000000000002,31.06,69.0,8.9981,67,220,287,Malam,Mayoritas Pengguna Terdaftar
5770,2011-09-02,3,0,9,20,0,5,1,1,26.240000000000002,30.305,73.0,0.0,38,158,196,Malam,Mayoritas Pengguna Terdaftar
5771,2011-09-02,3,0,9,21,0,5,1,2,26.240000000000002,30.305,73.0,6.0032,28,121,149,Malam,Mayoritas Pengguna Terdaftar
5772,2011-09-02,3,0,9,22,0,5,1,2,26.240000000000002,30.305,73.0,11.0014,33,114,147,Malam,Mayoritas Pengguna Terdaftar
5773,2011-09-02,3,0,9,23,0,5,1,2,26.240000000000002,30.305,73.0,11.0014,30,68,98,Malam,Mayoritas Pengguna Terdaftar
5774,2011-09-03,3,0,9,0,0,6,0,2,26.240000000000002,30.305,73.0,7.0015,22,65,87,Dini Hari,Mayoritas Pengguna Terdaftar
5775,2011-09-03,3,0,9,1,0,6,0,2,26.240000000000002,30.305,69.0,16.997899999999998,17,57,74,Dini Hari,Mayoritas Pengguna Terdaftar
5776,2011-09-03,3,0,9,2,0,6,0,2,26.240000000000002,30.305,69.0,15.001299999999999,15,26,41,Dini Hari,Mayoritas Pengguna Terdaftar
5777,2011-09-03,3,0,9,3,0,6,0,1,25.419999999999998,29.544999999999998,73.0,11.0014,17,18,35,Dini Hari,Mayoritas Pengguna Terdaftar
5778,2011-09-03,3,0,9,4,0,6,0,1,25.419999999999998,29.544999999999998,73.0,11.0014,3,4,7,Dini Hari,Mayoritas Pengguna Terdaftar
5779,2011-09-03,3,0,9,5,0,6,0,1,25.419999999999998,30.305,69.0,12.998000000000001,3,9,12,Dini Hari,Mayoritas Pengguna Terdaftar
5780,2011-09-03,3,0,9,6,0,6,0,1,25.419999999999998,29.544999999999998,73.0,11.0014,4,19,23,Pagi,Mayoritas Pengguna Terdaftar
5781,2011-09-03,3,0,9,7,0,6,0,1,25.419999999999998,29.544999999999998,73.0,12.998000000000001,5,33,38,Pagi,Mayoritas Pengguna Terdaftar
5782,2011-09-03,3,0,9,8,0,6,0,1,26.240000000000002,30.305,69.0,11.0014,24,65,89,Pagi,Mayoritas Pengguna Terdaftar
5783,2011-09-03,3,0,9,9,0,6,0,2,27.060000000000002,31.06,69.0,16.997899999999998,83,118,201,Pagi,Mayoritas Pengguna Terdaftar
5784,2011-09-03,3,0,9,10,0,6,0,3,27.060000000000002,31.06,65.0,16.997899999999998,90,168,258,Pagi,Mayoritas Pengguna Terdaftar
5785,2011-09-03,3,0,9,11,0,6,0,3,27.060000000000002,31.06,69.0,19.0012,66,128,194,Siang,Mayoritas Pengguna Terdaftar
5786,2011-09-03,3,0,9,12,0,6,0,1,28.7,32.574999999999996,61.0,15.001299999999999,97,160,257,Siang,Mayoritas Pengguna Terdaftar
5787,2011-09-03,3,0,9,13,0,6,0,1,28.7,32.574999999999996,65.0,15.001299999999999,153,200,353,Siang,Mayoritas Pengguna Terdaftar
5788,2011-09-03,3,0,9,14,0,6,0,2,29.52,34.089999999999996,66.0,11.0014,204,176,380,Siang,Mayoritas Pengguna Biasa
5789,2011-09-03,3,0,9,15,0,6,0,1,29.52,34.089999999999996,70.0,11.0014,187,201,388,Sore,Mayoritas Pengguna Terdaftar
5790,2011-09-03,3,0,9,16,0,6,0,1,29.52,34.089999999999996,70.0,12.998000000000001,186,188,374,Sore,Mayoritas Pengguna Terdaftar
5791,2011-09-03,3,0,9,17,0,6,0,1,29.52,34.089999999999996,70.0,15.001299999999999,170,201,371,Sore,Mayoritas Pengguna Terdaftar
5792,2011-09-03,3,0,9,18,0,6,0,1,29.52,34.089999999999996,70.0,11.0014,160,179,339,Malam,Mayoritas Pengguna Terdaftar
5793,2011-09-03,3,0,9,19,0,6,0,1,28.7,33.335,74.0,8.9981,147,148,295,Malam,Mayoritas Pengguna Terdaftar
5794,2011-09-03,3,0,9,20,0,6,0,1,28.7,33.335,79.0,11.0014,99,120,219,Malam,Mayoritas Pengguna Terdaftar
5795,2011-09-03,3,0,9,21,0,6,0,1,27.880000000000003,31.819999999999997,83.0,8.9981,71,93,164,Malam,Mayoritas Pengguna Terdaftar
5796,2011-09-03,3,0,9,22,0,6,0,1,27.880000000000003,31.819999999999997,83.0,7.0015,66,96,162,Malam,Mayoritas Pengguna Terdaftar
5797,2011-09-03,3,0,9,23,0,6,0,1,27.060000000000002,31.06,85.0,8.9981,46,77,123,Malam,Mayoritas Pengguna Terdaftar
5798,2011-09-04,3,0,9,0,0,0,0,1,27.060000000000002,29.544999999999998,89.0,12.998000000000001,33,76,109,Dini Hari,Mayoritas Pengguna Terdaftar
5799,2011-09-04,3,0,9,1,0,0,0,1,27.060000000000002,30.305,83.0,8.9981,37,38,75,Dini Hari,Mayoritas Pengguna Terdaftar
5800,2011-09-04,3,0,9,2,0,0,0,1,27.060000000000002,30.305,83.0,12.998000000000001,17,43,60,Dini Hari,Mayoritas Pengguna Terdaftar
5801,2011-09-04,3,0,9,3,0,0,0,1,26.240000000000002,28.79,89.0,12.998000000000001,20,23,43,Dini Hari,Mayoritas Pengguna Terdaftar
5802,2011-09-04,3,0,9,4,0,0,0,1,26.240000000000002,28.79,83.0,11.0014,0,4,4,Dini Hari,Mayoritas Pengguna Terdaftar
5803,2011-09-04,3,0,9,5,0,0,0,1,26.240000000000002,28.79,83.0,8.9981,1,5,6,Dini Hari,Mayoritas Pengguna Terdaftar
5804,2011-09-04,3,0,9,6,0,0,0,1,26.240000000000002,28.79,84.0,15.001299999999999,0,3,3,Pagi,Mayoritas Pengguna Terdaftar
5805,2011-09-04,3,0,9,7,0,0,0,1,27.060000000000002,30.305,78.0,12.998000000000001,10,20,30,Pagi,Mayoritas Pengguna Terdaftar
5806,2011-09-04,3,0,9,8,0,0,0,1,27.060000000000002,30.305,78.0,11.0014,21,49,70,Pagi,Mayoritas Pengguna Terdaftar
5807,2011-09-04,3,0,9,9,0,0,0,1,27.060000000000002,30.305,78.0,11.0014,87,102,189,Pagi,Mayoritas Pengguna Terdaftar
5808,2011-09-04,3,0,9,10,0,0,0,1,28.7,33.335,74.0,8.9981,150,147,297,Pagi,Mayoritas Pengguna Biasa
5809,2011-09-04,3,0,9,11,0,0,0,1,30.34,34.849999999999994,70.0,11.0014,174,163,337,Siang,Mayoritas Pengguna Biasa
5810,2011-09-04,3,0,9,12,0,0,0,1,31.16,36.364999999999995,66.0,11.0014,214,221,435,Siang,Mayoritas Pengguna Terdaftar
5811,2011-09-04,3,0,9,13,0,0,0,2,31.98,37.12,62.0,19.0012,245,174,419,Siang,Mayoritas Pengguna Biasa
5812,2011-09-04,3,0,9,14,0,0,0,1,31.98,37.88,66.0,22.0028,205,156,361,Siang,Mayoritas Pengguna Biasa
5813,2011-09-04,3,0,9,15,0,0,0,1,31.98,37.88,66.0,19.0012,218,192,410,Sore,Mayoritas Pengguna Biasa
5814,2011-09-04,3,0,9,16,0,0,0,1,32.800000000000004,38.635000000000005,59.0,15.001299999999999,196,141,337,Sore,Mayoritas Pengguna Biasa
5815,2011-09-04,3,0,9,17,0,0,0,1,31.16,36.364999999999995,66.0,15.001299999999999,204,172,376,Sore,Mayoritas Pengguna Biasa
5816,2011-09-04,3,0,9,18,0,0,0,1,31.16,36.364999999999995,66.0,12.998000000000001,187,169,356,Malam,Mayoritas Pengguna Biasa
5817,2011-09-04,3,0,9,19,0,0,0,1,30.34,34.849999999999994,70.0,12.998000000000001,178,150,328,Malam,Mayoritas Pengguna Biasa
5818,2011-09-04,3,0,9,20,0,0,0,1,30.34,34.849999999999994,70.0,19.999499999999998,104,125,229,Malam,Mayoritas Pengguna Terdaftar
5819,2011-09-04,3,0,9,21,0,0,0,1,29.52,34.849999999999994,74.0,16.997899999999998,104,103,207,Malam,Mayoritas Pengguna Biasa
5820,2011-09-04,3,0,9,22,0,0,0,2,29.52,34.849999999999994,74.0,19.0012,70,85,155,Malam,Mayoritas Pengguna Terdaftar
5821,2011-09-04,3,0,9,23,0,0,0,2,29.52,34.089999999999996,70.0,11.0014,46,58,104,Malam,Mayoritas Pengguna Terdaftar
5822,2011-09-05,3,0,9,0,1,1,0,2,28.7,33.335,74.0,15.001299999999999,31,66,97,Dini Hari,Mayoritas Pengguna Terdaftar
5823,2011-09-05,3,0,9,1,1,1,0,2,27.880000000000003,31.819999999999997,79.0,7.0015,19,35,54,Dini Hari,Mayoritas Pengguna Terdaftar
5824,2011-09-05,3,0,9,2,1,1,0,2,27.880000000000003,31.819999999999997,79.0,11.0014,17,22,39,Dini Hari,Mayoritas Pengguna Terdaftar
5825,2011-09-05,3,0,9,3,1,1,0,2,27.880000000000003,31.819999999999997,74.0,19.999499999999998,4,12,16,Dini Hari,Mayoritas Pengguna Terdaftar
5826,2011-09-05,3,0,9,4,1,1,0,2,27.880000000000003,31.819999999999997,69.0,19.0012,3,5,8,Dini Hari,Mayoritas Pengguna Terdaftar
5827,2011-09-05,3,0,9,5,1,1,0,2,27.060000000000002,31.06,74.0,11.0014,2,4,6,Dini Hari,Mayoritas Pengguna Terdaftar
5828,2011-09-05,3,0,9,6,1,1,0,2,27.060000000000002,31.06,74.0,8.9981,6,5,11,Pagi,Mayoritas Pengguna Biasa
